Facility Name,Activity Date,Service,Violation Description,Grade,Location
SPROUTS #221 FARMERS MARKET,7/11/2012,111,Food storage food storage containers identified,G,"7153 AMADOR PLAZA RD
DUBLIN, CA
(37.70869213145215, -121.93050987602868)"
ST. ROSE HOSPITAL-FOOD PROGRAM,8/22/2012,111,Nonfood-contact surfaces clean,G,"27200 CALAROGA AVE
HAYWARD, CA
(37.63282532506042, -122.08968088199447)"
STABLE CAFE,8/23/2012,111,Proper hot and cold holding temperatures,G,"4501 PLEASANTON AVE
PLEASANTON, CA
(37.66171154864156, -121.87999495764291)"
STACEY'S CAFE,10/10/2012,111,Proper hot and cold holding temperatures,G,"310 MAIN ST
PLEASANTON, CA
(37.658799679802144, -121.87672076112025)"
STAGS LUNCHETTE,8/10/2012,111,Proper hot and cold holding temperatures,G,"362 17TH ST
OAKLAND, CA
(37.80589274598768, -122.267617847811)"
STAN'S RESTAURANT,8/27/2012,111,"Floors, walls and ceilings: built, maintained, and",G,"2075 DOOLITTLE DR
SAN LEANDRO, CA
(37.70597617892366, -122.18098904762928)"
STANTON ELEMENTARY SCHOOL,10/1/2012,111,Food storage food storage containers identified,G,"2644 SOMERSET AVE
CASTRO VALLEY, CA
(37.699959714547674, -122.09348501417838)"
STAPLES,10/15/2012,111,Equipment/Utensils - approved installed clean g,G,"15555 E 14TH ST
SAN LEANDRO, CA
(37.70262696326604, -122.12492304842067)"
STAR ANISE,10/25/2012,131,Proper hot and cold holding temperatures,G,"2470 FIRST ST
LIVERMORE, CA
(37.68311541293889, -121.76723796160923)"
STAR LIGHT DONUTS,9/6/2012,111,Nonfood-contact surfaces clean,G,"900 MARKET ST
OAKLAND, CA
(37.803759463169456, -122.28248653185608)"
STAR MARKET,9/17/2012,111,Adequate handwashing facilities supplied & accessi,G,"1038 E 21ST ST
OAKLAND, CA
(37.796043280158074, -122.24244871511166)"
STARBUCK'S COFFEE #5601,9/4/2012,111,Personal cleanliness and hair restraints,G,"5767 CHRISTIE AVE
EMERYVILLE, CA
(37.83673905081399, -122.29389524618215)"
STARBUCKS #10348,9/4/2012,111,Hot and cold water available,G,"15555 E 14TH ST
SAN LEANDRO, CA
(37.70262696326604, -122.12492304842067)"
STARBUCKS #5322,9/18/2012,111,Garbage and refuse properly disposed facilities m,G,"1737 SANTA RITA RD
PLEASANTON, CA
(37.67557887695714, -121.87361276369832)"
STARBUCKS #5335,7/3/2012,111,Nonfood-contact surfaces clean,G,"2210 SOUTH SHORE DR
ALAMEDA, CA
(37.75718718684877, -122.25369307607474)"
STARBUCKS #5545,8/30/2012,111,Adequate handwashing facilities supplied & accessi,G,"1209 MARINA BLVD
SAN LEANDRO, CA
(37.71215631537265, -122.16244757541111)"
STARBUCKS #5580,11/9/2012,111,Proper hot and cold holding temperatures,G,"35674 FREMONT BLVD
FREMONT, CA
(37.567067913491144, -122.02454166427992)"
STARBUCKS #5864,8/16/2012,111,Adequate handwashing facilities supplied & accessi,G,"43571 MISSION BLVD
FREMONT, CA
(37.52867082029889, -121.9188163958626)"
STARBUCKS #5939,8/23/2012,111,Personal cleanliness and hair restraints,G,"46655 MISSION BLVD
FREMONT, CA
(37.49074143765131, -121.92863928620773)"
STARBUCKS #5952,7/13/2012,111,Adequate handwashing facilities supplied & accessi,G,"7324 THORNTON AVE
NEWARK, CA
(37.52989533432852, -122.03852774753214)"
STARBUCKS #6601,8/16/2012,111,Demonstration of knowledge food manager certifica,G,"22095 CENTER WAY
CASTRO VALLEY, CA
(37.68999118072307, -122.06230719288797)"
STARBUCKS COFFEE #10105,8/1/2012,111,Plumbing proper backflow devices,G,"22288 FOOTHILL BLVD
HAYWARD, CA
(37.6792960012448, -122.08444794637694)"
STARBUCKS COFFEE #10887,8/10/2012,111,Hot and cold water available,G,"20523 HESPERIAN BLVD
HAYWARD, CA
(37.66542164982707, -122.1180936138724)"
STARBUCKS COFFEE #11161,7/24/2012,111,Personal cleanliness and hair restraints,G,"2671 BLANDING AVE
ALAMEDA, CA
(37.76813502919141, -122.23319656350749)"
STARBUCKS COFFEE #11167,7/31/2012,111,"Warewashing facilities: installed, maintained, use",G,"32340 ALVARADO BLVD
UNION CITY, CA
(37.588905634782925, -122.06804653578794)"
STARBUCKS COFFEE #11329,8/30/2012,111,"Food in good condition, safe and unadulterated",G,"101 E VINEYARD AVE
LIVERMORE, CA
(37.65202085490397, -121.80555486818434)"
STARBUCKS COFFEE #11453,7/12/2012,111,"Floors, walls and ceilings: built, maintained, and",G,"1211 EMBARCADERO CV
OAKLAND, CA
(37.78762176099686, -122.24978701884802)"
STARBUCKS COFFEE #13231,8/3/2012,111,Hot and cold water available,G,"33115 MISSION BLVD
UNION CITY, CA
(37.60838803784527, -122.02278521654065)"
STARBUCKS COFFEE #514,7/6/2012,111,Personal cleanliness and hair restraints,G,"5132 BROADWAY
OAKLAND, CA
(37.83517504946637, -122.25173691962641)"
STARBUCKS COFFEE #5311,10/4/2012,111,Proper hot and cold holding temperatures,G,"1472 FIRST ST
LIVERMORE, CA
(37.679072821716126, -121.77761677405714)"
STARBUCKS COFFEE #5653,7/20/2012,111,Demonstration of knowledge food manager certifica,G,"32240 DYER ST
UNION CITY, CA
(37.60068640260397, -122.07012348751435)"
STARBUCKS COFFEE #5710,7/6/2012,111,Personal cleanliness and hair restraints,G,"4098 PIEDMONT AVE
OAKLAND, CA
(37.8265752630528, -122.25215239980781)"
STARBUCKS COFFEE #5731,9/5/2012,111,"Warewashing facilities: installed, maintained, use",G,"5034 MOWRY AVE
FREMONT, CA
(37.53593962371526, -121.998662229566)"
STARBUCKS COFFEE #5754,8/31/2012,111,Signs posted last inspection report available,G,"15600 HESPERIAN BLVD
SAN LORENZO, CA
(37.68700947732577, -122.129997488568)"
STARBUCKS COFFEE #615,9/18/2012,111,Personal cleanliness and hair restraints,G,"3839 EMERY ST
EMERYVILLE, CA
(37.82939913422484, -122.28064292169603)"
STARBUCKS COFFEE #6482,11/27/2012,111,Food contact surfaces: clean and sanitized,G,"2086 NEWPARK MALL
NEWARK, CA
(37.5251410149933, -121.99757470244802)"
STARBUCKS COFFEE #6596,11/20/2012,111,Plumbing proper backflow devices,G,"23948 HESPERIAN BLVD
HAYWARD, CA
(37.653296179880904, -122.1101886345343)"
STARBUCKS COFFEE #6678,7/20/2012,111,Plumbing proper backflow devices,G,"39370 CIVIC CENTER DR
FREMONT, CA
(37.55314539326446, -121.97385719784091)"
STARBUCKS COFFEE #9206,8/9/2012,111,Equipment/Utensils - approved installed clean g,G,"315.5 20TH ST
OAKLAND, CA
(37.80505999961946, -122.27301999967312)"
STARBUCKS COFFEE CO #5206,10/24/2012,111,Garbage and refuse properly disposed facilities m,G,"7904 DUBLIN BLVD
DUBLIN, CA
(37.70266939713232, -121.93372917357961)"
STARBUCKS COFFEE CO #625,7/2/2012,111,Personal cleanliness and hair restraints,G,"1200 CLAY ST
OAKLAND, CA
(37.80425409028561, -122.27420377596627)"
STARBUCKS COFFEE CO #6479,8/21/2012,111,Personal cleanliness and hair restraints,G,"1364 PARK ST
ALAMEDA, CA
(37.76382057184827, -122.24312320663364)"
STARBUCKS COFFEE CO#9259,7/11/2012,111,Personal cleanliness and hair restraints,G,"5605 AUTOMALL PKWY
FREMONT, CA
(37.504385755455935, -121.97469908737877)"
STARBUCKS COFFEE CO. #5223,9/20/2012,111,Signs posted last inspection report available,G,"3950 MOWRY AVE
FREMONT, CA
(37.54887745175656, -121.98802851668363)"
STARBUCKS COFFEE COMPANY #10541,9/19/2012,111,"Warewashing facilities: installed, maintained, use",G,"39981 MISSION BLVD
FREMONT, CA
(37.557361425412445, -121.95196447881523)"
STARBUCKS COFFEE COMPANY #10668,10/10/2012,111,Adequate handwashing facilities supplied & accessi,G,"1057 MACARTHUR BLVD
SAN LEANDRO, CA
(37.73211947031547, -122.13974613936563)"
STARBUCKS COFFEE#14070,10/23/2012,111,"No rodents, insects, birds, or animals",G,"6654 KOLL CENTER PKWY
PLEASANTON, CA
(37.659274385942126, -121.89884474737698)"
STARBUCKS GATE 4,9/18/2012,111,Hot and cold water available,G,"1 AIRPORT DR
OAKLAND, CA
(37.716699542063104, -122.20885863744216)"
STONEBRAE COUNTRY CLUB,10/24/2012,111,Food contact surfaces: clean and sanitized,G,"222 COUNTRY CLUB DR
HAYWARD, CA
(37.646476499526145, -122.00246652960159)"
STONERIDGE DELI,8/1/2012,111,Hands clean and properly washed gloves used prope,G,"7901 STONERIDGE MALL RD
PLEASANTON, CA
(37.65803000018451, -121.87721999990293)"
STORK CLUB BAR,8/30/2012,111,Adequate handwashing facilities supplied & accessi,G,"2330 TELEGRAPH AVE
OAKLAND, CA
(37.81320234447713, -122.26861898616431)"
STRAW HAT PIZZA ALAMEDA,7/20/2012,111,Proper hot and cold holding temperatures,G,"901 MARINA VILLAGE PKWY
ALAMEDA, CA
(37.78267935480267, -122.271802586148)"
STRIZZI'S RESTAURANT,8/15/2012,111,Signs posted last inspection report available,G,"2740 MOWRY AVE
FREMONT, CA
(37.554330361553895, -121.9835886264941)"
STUDIO ONE ART CTR REHABILITATION,9/12/2012,111,Adequate handwashing facilities supplied & accessi,G,"365 45TH ST
OAKLAND, CA
(37.83331118505225, -122.257314508256)"
SUBROSA COFFEE,8/22/2012,111,Adequate handwashing facilities supplied & accessi,G,"419 40TH ST
OAKLAND, CA
(37.82848888035952, -122.26070466057293)"
SUBWAY,8/2/2012,111,Proper hot and cold holding temperatures,G,"5424 SUNOL BLVD
PLEASANTON, CA
(37.6514335239541, -121.88017697981435)"
SUBWAY #17564,10/4/2012,111,Demonstration of knowledge food manager certifica,G,"927 MAIN ST
PLEASANTON, CA
(37.665920375738665, -121.8736727237769)"
SUBWAY #19025,8/24/2012,111,Nonfood-contact surfaces clean,G,"532 W TENNYSON RD
HAYWARD, CA
(37.63213862429454, -122.06794047619326)"
SUBWAY #25335,8/9/2012,111,Proper hot and cold holding temperatures,G,"26775 HAYWARD BLVD
HAYWARD, CA
(37.65582998256991, -122.04850991949314)"
SUBWAY #25964,7/11/2012,111,Food contact surfaces: clean and sanitized,G,"18030 HESPERIAN BLVD
SAN LORENZO, CA
(37.67310860934405, -122.12253950982527)"
SUBWAY #26140,8/16/2012,111,Hands clean and properly washed gloves used prope,G,"43571 MISSION BLVD
FREMONT, CA
(37.52867082029889, -121.9188163958626)"
SUBWAY #26368,8/8/2012,111,Adequate handwashing facilities supplied & accessi,G,"29 GRAND AVE
OAKLAND, CA
(37.81138855461337, -122.26633187820278)"
SUBWAY #27641,8/29/2012,111,Signs posted last inspection report available,G,"1980 DRISCOLL RD
FREMONT, CA
(37.541968667318926, -121.94740148573523)"
SUBWAY #27870,7/11/2012,111,Adequate handwashing facilities supplied & accessi,G,"31147 MISSION BLVD
HAYWARD, CA
(37.61968247785999, -122.03554371884907)"
SUBWAY #28652,8/24/2012,111,Demonstration of knowledge food manager certifica,G,"2075 NEWPARK MALL
NEWARK, CA
(37.525178713604056, -121.99756213624443)"
SUBWAY #29142,9/6/2012,111,Signs posted last inspection report available,G,"4055 MOWRY AVE
FREMONT, CA
(37.548181566323684, -121.98877845166774)"
SUBWAY #30524,8/10/2012,111,Premises personal/cleaning items vermin-proofing,G,"1407 PARK ST
ALAMEDA, CA
(37.76442311760792, -122.24270052527987)"
SUBWAY #30696,10/5/2012,111,Proper hot and cold holding temperatures,G,"3550 STANLEY DR
PLEASANTON, CA
(37.668541802705555, -121.86322860568961)"
SUBWAY #31177,9/18/2012,111,Proper hot and cold holding temperatures,G,"515 EMBARCADERO
OAKLAND, CA
(37.79001077321853, -122.25998515448164)"
SUBWAY #32064,9/19/2012,111,Demonstration of knowledge food manager certifica,G,"15555 HESPERIAN BLVD
SAN LEANDRO, CA
(37.68978838239627, -122.13151734279751)"
SUBWAY #36635,7/11/2012,111,Demonstration of knowledge food manager certifica,G,"6485 HOLLIS ST
EMERYVILLE, CA
(37.84630232610089, -122.29138569839613)"
SUBWAY #46521,9/5/2012,111,Signs posted last inspection report available,G,"39126 ARGONAUT WAY
FREMONT, CA
(37.54455843361578, -121.98904993563718)"
SUBWAY #48043,7/19/2012,111,"Proper eating, tasting, drinking or tobacco use",G,"871 ISLAND DR
ALAMEDA, CA
(37.7375719591247, -122.2388438061919)"
SUBWAY #50196,7/25/2012,111,Demonstration of knowledge food manager certifica,G,"2087 MOUNTAIN BLVD
OAKLAND, CA
(37.82576587322643, -122.20952453561898)"
SUBWAY #50316,7/6/2012,111,Proper hot and cold holding temperatures,G,"290 E 18TH ST
OAKLAND, CA
(37.79973050047823, -122.25193656252077)"
SUBWAY #5476,8/2/2012,111,Demonstration of knowledge food manager certifica,G,"34367 ALVARADO NILES RD
UNION CITY, CA
(37.58731463234445, -122.02222844119504)"
SUBWAY #5730,7/2/2012,111,Demonstration of knowledge food manager certifica,G,"4496 BROADWAY
OAKLAND, CA
(37.83301440878262, -122.25322259302266)"
SUBWAY #6003,8/23/2012,111,Hot and cold water available,G,"5970 MOWRY AVE
NEWARK, CA
(37.52557217984611, -122.00701520106122)"
SUBWAY #6244,11/29/2012,111,Demonstration of knowledge food manager certifica,G,"1312 BROADWAY
OAKLAND, CA
(37.80370866499792, -122.27149904791891)"
SUBWAY #644,9/4/2012,111,"Toilet facilities: properly constructed, supplied,",G,"40555 GRIMMER BLVD
FREMONT, CA
(37.53626511877451, -121.96570034703518)"
SUBWAY RESTAURANT,8/8/2012,111,Plumbing proper backflow devices,G,"22549 2ND ST
HAYWARD, CA
(37.67589330416602, -122.08005452108026)"
SUBWAY SANDIWCHES & SALADS,9/17/2012,111,Signs posted last inspection report available,G,"39154 PASEO PADRE PKWY
FREMONT, CA
(37.55320542229713, -121.98029113864636)"
SUBWAY SANDWICH,7/10/2012,111,Demonstration of knowledge food manager certifica,G,"1917 SAN PABLO AVE
OAKLAND, CA
(37.8093892190729, -122.27299868444697)"
SUBWAY SANDWICH & SALADS,7/2/2012,111,Adequate handwashing facilities supplied & accessi,G,"7000 BANCROFT AVE
OAKLAND, CA
(37.76755931931414, -122.17877581211661)"
SUBWAY SANDWICH & SALADS #31901,9/28/2012,111,Adequate handwashing facilities supplied & accessi,G,"1016 STONERIDGE MALL RD
PLEASANTON, CA
(37.65803000018451, -121.87721999990293)"
SUBWAY SANDWICH & SALADS #49111,9/17/2012,111,Adequate handwashing facilities supplied & accessi,G,"2212 S SHORE CTR
ALAMEDA, CA
(37.75716664853799, -122.25365035638833)"
SUBWAY SANDWICH AND SALADS,7/2/2012,111,Nonfood-contact surfaces clean,G,"1410 7TH ST
OAKLAND, CA
(37.80513628010287, -122.29386683166125)"
SUBWAY SANDWICHES #3515,8/2/2012,111,Demonstration of knowledge food manager certifica,G,"4013 TELEGRAPH AVE
OAKLAND, CA
(37.82926015494727, -122.2645068907539)"
SUBWAY SANDWICHES #3692,8/23/2012,111,Adequate handwashing facilities supplied & accessi,G,"46659 MISSION BLVD
FREMONT, CA
(37.491174049662035, -121.92806253957559)"
SUBWAY SANDWICHES #6967,7/3/2012,111,Demonstration of knowledge food manager certifica,G,"4300 MACARTHUR BLVD
OAKLAND, CA
(37.78710401918681, -122.19450585772967)"
SUBWAY SANDWICHES & SALADS,9/28/2012,111,Food contact surfaces: clean and sanitized,G,"4380 THORNTON AVE
FREMONT, CA
(37.55619591915278, -122.01493982445207)"
SUBWAY SANDWICHES & SALADS #1304,7/23/2012,111,Food contact surfaces: clean and sanitized,G,"900 SAN PABLO AVE
ALBANY, CA
(37.89019508698897, -122.29899708559138)"
SUBWAY SANDWICHES & SALADS #25375,7/30/2012,111,Proper hot and cold holding temperatures,G,"3301 E 12TH ST
OAKLAND, CA
(37.77616826331058, -122.22498388130265)"
SUBWAY SANDWICHES & SALADS #29141,8/8/2012,111,Adequate handwashing facilities supplied & accessi,G,"32144 ALVARADO BLVD
UNION CITY, CA
(37.58938497519002, -122.06891655248059)"
SUBWAY SANDWICHES & SALADS #4133,9/7/2012,111,Signs posted last inspection report available,G,"34115 FREMONT BLVD
FREMONT, CA
(37.57638744816504, -122.0438279192733)"
SUBWAY SANDWICHES & SALADS #47981,9/6/2012,111,Adequate handwashing facilities supplied & accessi,G,"27088 HESPERIAN BLVD
HAYWARD, CA
(37.63258779328955, -122.09752278765137)"
SUBWAY SANDWICHES AND SALADS,8/1/2012,111,Demonstration of knowledge food manager certifica,G,"280 HEGENBERGER RD
OAKLAND, CA
(37.733127388688544, -122.19824075773268)"
SUBWAY SANDWICHES STORE #48609,7/13/2012,111,Nonfood-contact surfaces clean,G,"5743 STEVENSON BLVD
NEWARK, CA
(37.52037532619298, -121.98981069825979)"
SUBWAY STORE #28481,7/18/2012,111,Proper hot and cold holding temperatures,G,"3409 FRUITVALE AVE
OAKLAND, CA
(37.79937406400564, -122.21661146281718)"
SUBWAY STORE #48745,8/22/2012,111,Food storage food storage containers identified,G,"47918 WARM SPRINGS BLVD
FREMONT, CA
(37.47594687896016, -121.92145045486511)"
SULTAN'S KEBAB,9/11/2012,111,Proper hot and cold holding temperatures,G,"6654 KOLL CENTER PKWY
PLEASANTON, CA
(37.659274385942126, -121.89884474737698)"
SUM YEE PASTRY,10/24/2012,111,Adequate handwashing facilities supplied & accessi,G,"918 WEBSTER ST
OAKLAND, CA
(37.80031505979724, -122.2706514539505)"
SUMIKO,10/23/2012,111,Adequate handwashing facilities supplied & accessi,G,"1118 LINCOLN AVE
ALAMEDA, CA
(37.774823746301024, -122.26557819496892)"
SUMO SUSHI,8/17/2012,111,"Warewashing facilities: installed, maintained, use",G,"977 SAN PABLO AVE
ALBANY, CA
(37.88737597266115, -122.29796188791238)"
SUN HING RESTAURANT,11/29/2012,111,Proper hot and cold holding temperatures,G,"386 8TH ST
OAKLAND, CA
(37.79964007437685, -122.272181373404)"
SUN KO,7/16/2012,111,Hot and cold water available,G,"14794 WASHINGTON AVE
SAN LEANDRO, CA
(37.69675812812335, -122.13920654614805)"
SUNFLOWER MARKET,10/25/2012,111,Premises personal/cleaning items vermin-proofing,G,"3900 MOWRY AVE
FREMONT, CA
(37.54915073715463, -121.98781171026782)"
SUNNY SPOT CAFE,8/14/2012,111,Demonstration of knowledge food manager certifica,G,"377 17TH ST
OAKLAND, CA
(37.805923290899884, -122.2679989841584)"
SUNOL FOOD & LIQUOR,10/16/2012,111,Proper hot and cold holding temperatures,G,"11914 MAIN ST
SUNOL, CA
(37.59398056023431, -121.8876375970208)"
SUNOL GLEN ELEMENTARY SCHOOL,10/16/2012,111,"Warewashing facilities: installed, maintained, use",G,"11601 MAIN ST
SUNOL, CA
(37.59267373509535, -121.88470546871628)"
SUNOL JAZZ CAFE,10/23/2012,111,Proper hot and cold holding temperatures,G,"11986 MAIN ST
SUNOL, CA
(37.59385655507906, -121.8884459580179)"
SUNOL RAILROAD CAFE,10/16/2012,111,"Proper eating, tasting, drinking or tobacco use",G,"11882 MAIN ST
SUNOL, CA
(37.59389746728406, -121.8871097072405)"
SUNOL VALLEY GOLF CLUB,9/27/2012,111,Adequate handwashing facilities supplied & accessi,G,"6900 MISSION RD
SUNOL, CA
(37.57513583374394, -121.88563161471339)"
SUNRISE DONUTS,7/9/2012,111,Adequate handwashing facilities supplied & accessi,G,"505 A ST
HAYWARD, CA
(37.67014718927635, -122.09151549893426)"
SUPER 5 KITCHEN,10/31/2012,111,Proper hot and cold holding temperatures,G,"555 LEWELLING BLVD
SAN LEANDRO, CA
(37.68668572139518, -122.13444013939272)"
SUPER BURGER AND BREAKFAST,10/11/2012,111,Adequate handwashing facilities supplied & accessi,G,"4211 ROSEWOOD DR
PLEASANTON, CA
(37.69979783658238, -121.8757051915631)"
SUPER BURGERS,10/24/2012,111,Food storage food storage containers identified,G,"14988 FARNSWORTH ST
SAN LEANDRO, CA
(37.69193776204634, -122.15185101387999)"
SUPER FRANKS FUN ADVENTURE,8/7/2012,111,Proper hot and cold holding temperatures,G,"5341 OWENS CT
PLEASANTON, CA
(37.700751117933464, -121.90355719481056)"
SUPER SUPPERS,10/31/2012,111,Signs posted last inspection report available,G,"39164 STATE ST
FREMONT, CA
(37.54966522632468, -121.98377947669731)"
SUPERWAY MARKET,8/3/2012,111,Adequate handwashing facilities supplied & accessi,G,"121 W TENNYSON RD
HAYWARD, CA
(37.63396688161049, -122.06414940271068)"
SUPREME BEAN,10/18/2012,111,Adequate handwashing facilities supplied & accessi,G,"300 LAKESIDE DR
OAKLAND, CA
(37.809191368226436, -122.26305218280294)"
SURF CITY SQUEEZE,7/3/2012,111,Adequate handwashing facilities supplied & accessi,G,"2465 STONERIDGE MALL RD
PLEASANTON, CA
(37.65803000018451, -121.87721999990293)"
SUSHI HARBOR,10/11/2012,111,"Warewashing facilities: installed, maintained, use",G,"81 FREMONT HUB COURTYARD
FREMONT, CA
(37.54550549341998, -121.98712902479735)"
SUSHI HOUSE,10/1/2012,111,Demonstration of knowledge food manager certifica,G,"2375 SHORELINE DR
ALAMEDA, CA
(37.75445862952324, -122.25048865405358)"
SUSHI ISLAND,10/29/2012,111,"Proper eating, tasting, drinking or tobacco use",G,"39055 CEDAR BLVD
NEWARK, CA
(37.524391655064555, -122.00699478935243)"
SUSHI K,10/9/2012,111,Signs posted last inspection report available,G,"40645 FREMONT BLVD
FREMONT, CA
(37.53572552555693, -121.9642254589071)"
SUSHI YAT JAPANESE CUISINE,9/27/2012,131,Signs posted last inspection report available,G,"3353 WALNUT AVE
FREMONT, CA
(37.55045683302864, -121.97904126734075)"
SUSHI ZONE,8/8/2012,111,Adequate handwashing facilities supplied & accessi,G,"4094 EAST AVE
LIVERMORE, CA
(37.67995066285454, -121.74715358259333)"
SUSHILAND JAPANESE RESTAURANT,11/14/2012,111,Adequate handwashing facilities supplied & accessi,G,"19740 MISSION BLVD
HAYWARD, CA
(37.6875509012593, -122.10322918353032)"
SUSHIYA,11/14/2012,111,Adequate handwashing facilities supplied & accessi,G,"4015 BROADWAY
OAKLAND, CA
(37.82774696288147, -122.2566451719611)"
